	ID	x	y	z	radius	volume_total	volume_nuclear_fluid	volume_nuclear_solid	volume_cytoplasmic_fluid	volume_cytoplasmic_solid	volume_calcified_fraction	phenotype	elapsed_time
310	537	322.949	469.682	0	2.93678	106.097	6.05299e-10	0.269425	2.37524e-07	105.828	0.000419824	102	28302
311	775	319.959	422.401	0	8.41263	2493.92	404.995	135	1465.44	488.487	0	14	2160
312	312	471.8	220.399	0	2.93836	106.269	6.23705e-10	0.271183	2.43549e-07	105.997	0.000419824	102	28272
313	313	123.391	373.184	0	2.93363	105.756	5.70101e-10	0.265942	2.25917e-07	105.49	0.000419824	102	28362
314	314	136.868	205.461	0	2.94216	106.681	6.70194e-10	0.275449	2.5864e-07	106.405	0.000419824	102	28200
315	315	335.605	449.947	0	2.93272	105.657	6.04267e-10	0.269045	2.36466e-07	105.388	0.000419824	102	28302
316	316	353.768	187.446	0	2.9303	105.396	5.36932e-10	0.262498	2.14838e-07	105.134	0.000419824	102	28422
317	1622	401.42	305.254	0	8.41271	2494	405	135	1465.5	488.5	0	14	4428
318	810	230.888	444.51	0	2.93137	105.512	5.46684e-10	0.26353	2.1812e-07	105.249	0.000419824	102	28404
319	629	166.61	358.434	0	2.95135	107.684	7.97354e-10	0.286039	2.99085e-07	107.398	0.000419824	102	28026
320	320	338.739	207.427	0	2.94913	107.441	7.64608e-10	0.283446	2.88778e-07	107.157	0.000419824	102	28068
321	1867	341.583	412.435	0	8.41266	2493.95	404.997	135	1465.46	488.492	0	14	2286
322	1660	115.677	241.893	0	7.0545	1470.58	235.083	92.8037	820.689	322	0	14	84
323	323	350.524	451.906	0	2.93237	105.619	5.56602e-10	0.264562	2.21435e-07	105.355	0.000419824	102	28386
324	324	343.202	204.423	0	2.93331	105.722	5.66696e-10	0.265597	2.24788e-07	105.456	0.000419824	102	28368
325	851	169.686	423.853	0	2.94673	107.179	7.50637e-10	0.282231	2.84031e-07	106.897	0.000419824	102	28086
326	652	245.974	378.045	0	2.94532	107.025	7.11571e-10	0.279056	2.71928e-07	106.746	0.000419824	102	28140
327	327	344.309	430.427	0	2.93111	105.483	5.43423e-10	0.263189	2.17041e-07	105.22	0.000419824	102	28410
328	831	227.071	440.949	0	2.93058	105.426	5.4335e-10	0.263159	2.1692e-07	105.163	0.000419824	102	28410
329	542	303.141	117.192	0	2.64362	77.3898	3.56746e-10	0.202369	1.35936e-07	77.1874	0.000419824	102	28452
330	1666	269.495	173.7	0	8.40745	2489.33	404.563	134.943	1462.08	487.742	0	14	1266
331	331	378.62	405.638	0	2.93268	105.653	5.59947e-10	0.264907	2.22547e-07	105.389	0.000419824	102	28380
332	332	390.052	174.155	0	2.93489	105.892	5.83928e-10	0.26733	2.3049e-07	105.625	0.000419824	102	28338
333	1259	290.034	392.313	0	8.41271	2494	405	135	1465.5	488.5	0	14	8934
334	840	310.446	262.312	0	2.95001	107.537	7.83081e-10	0.284902	2.94503e-07	107.252	0.000419824	102	28044
335	335	476.397	348.65	0	2.95039	107.579	7.83152e-10	0.284925	2.94624e-07	107.294	0.000419824	102	28044
336	336	415.533	190.883	0	2.93584	105.995	5.94518e-10	0.268375	2.33981e-07	105.726	0.000419824	102	28320
337	1027	404.736	333.709	0	7.56169	1811.11	298.607	114.195	1010.5	387.807	0	14	270
