	ID	x	y	z	radius	volume_total	volume_nuclear_fluid	volume_nuclear_solid	volume_cytoplasmic_fluid	volume_cytoplasmic_solid	volume_calcified_fraction	phenotype	elapsed_time
88	1093	431.977	531.443	0	1.76364	22.9784	2.30227e-22	0.000542619	9.73966e-18	22.9778	0.000419824	102	56934
89	89	537.605	362.842	0	1.75557	22.6643	1.77923e-22	0.0005131	7.85121e-18	22.6638	0.000419824	102	57192
90	90	492.128	273.78	0	1.75838	22.7734	1.94659e-22	0.000523211	8.46429e-18	22.7728	0.000419824	102	57102
91	986	99.3671	117.489	0	1.75519	22.6498	1.75803e-22	0.000511767	7.7729e-18	22.6493	0.000419824	102	57204
92	92	132.404	288.749	0	1.75857	22.7807	1.9583e-22	0.000523892	8.50682e-18	22.7801	0.000419824	102	57096
93	1220	372.56	56.5751	0	1.75744	22.737	1.88913e-22	0.000519819	8.25479e-18	22.7364	0.000419824	102	57132
94	1273	340.452	600.002	0	10.0215	4215.9	759.684	127.822	2846.41	481.977	0.000419824	101	258
95	95	130.112	291.026	0	1.75576	22.6716	1.78993e-22	0.000513768	7.89067e-18	22.671	0.000419824	102	57186
96	96	129.283	287.875	0	1.75838	22.7734	1.94659e-22	0.000523211	8.46429e-18	22.7728	0.000419824	102	57102
97	97	555.559	316.792	0	1.76383	22.9857	2.31611e-22	0.000543325	9.7886e-18	22.9852	0.000419824	102	56928
98	1268	288.205	-0.00343057	0	10.1795	4418.37	799.776	126.993	3010.39	481.207	0.000419824	101	288
99	99	16.9701	337.027	0	1.75613	22.6861	1.81151e-22	0.000515107	7.97017e-18	22.6856	0.000419824	102	57174
100	100	43.2044	237.742	0	1.75838	22.7734	1.94659e-22	0.000523211	8.46429e-18	22.7728	0.000419824	102	57102
101	1172	372.9	63.0544	0	1.75463	22.6281	1.72671e-22	0.000509774	7.65689e-18	22.6275	0.000419824	102	57222
102	2114	14.3473	389.42	0	8.41271	2494	405	135	1465.5	488.5	0	14	7902
103	103	13.739	336.772	0	1.75519	22.6498	1.75803e-22	0.000511767	7.7729e-18	22.6493	0.000419824	102	57204
104	104	40.6229	239.72	0	1.76439	23.0078	2.35813e-22	0.00054545	9.93691e-18	23.0073	0.000419824	102	56910
105	105	600	301.757	0	2.10563	39.1052	4.84714e-18	0.00470844	4.02128e-14	39.1005	0.000419824	102	46968
106	106	596.359	296.01	0	1.75557	22.6643	1.77923e-22	0.0005131	7.85121e-18	22.6638	0.000419824	102	57192
107	107	10.5101	336.483	0	1.75801	22.7588	1.9234e-22	0.000521851	8.37986e-18	22.7583	0.000419824	102	57114
108	2087	147.387	288.539	0	8.41271	2494	405	135	1465.5	488.5	0	14	2904
109	109	600.001	316.477	0	9.29118	3359.71	586.705	131.362	2156.42	485.228	0.000419824	101	132
110	110	600.002	286.637	0	9.13733	3195.55	552.894	132.047	2024.76	485.849	0.000419824	101	108
111	111	-0.00352888	312.695	0	9.65377	3768.6	670.011	129.664	2485.24	483.677	0.000419824	101	192
112	112	-0.00134868	284.977	0	9.54807	3646.16	645.2	130.171	2386.64	484.142	0.000419824	101	174
113	113	300.677	347.334	0	1.75501	22.6425	1.74753e-22	0.000511102	7.73403e-18	22.642	0.000419824	102	57210
114	114	267.711	274.774	0	1.76345	22.971	2.28851e-22	0.000541914	9.69096e-18	22.9705	0.000419824	102	56940
115	115	300.215	350.547	0	1.76101	22.8756	2.11697e-22	0.000532827	9.07961e-18	22.8751	0.000419824	102	57018
116	116	265.388	277.046	0	1.75538	22.657	1.7686e-22	0.000512433	7.81196e-18	22.6565	0.000419824	102	57198
117	117	297.668	348.535	0	1.75519	22.6498	1.75803e-22	0.000511767	7.7729e-18	22.6493	0.000419824	102	57204
118	118	262.944	267.615	0	1.75744	22.737	1.88913e-22	0.000519819	8.25479e-18	22.7364	0.000419824	102	57132
119	119	303.232	349.335	0	1.76063	22.861	2.09175e-22	0.000531442	8.98904e-18	22.8605	0.000419824	102	57030
120	120	268.512	277.923	0	1.75669	22.7079	1.84438e-22	0.000517121	8.09092e-18	22.7073	0.000419824	102	57156
